-5.381473379956401182e+00 4.510280179558947111e+00
5.381473379956391412e+00 4.510280179558353808e+00
1.183604521307725930e-03 6.318487509714556971e+00
-1.183604521278927568e-03 6.318487512267315864e+00
-2.121341815108898031e-06 5.712832987761823134e+00
2.121341836679622872e-06 5.712834262404233421e+00
-7.507456342165444565e-09 5.182983545109494550e+00
7.507254596412945254e-09 5.183153575828354676e+00
3.178561249404379106e-10 4.730988948527707016e+00
-3.177045772383942260e-10 4.738771819681049990e+00
-4.973845019242319814e-11 4.283086050597900929e+00
4.987278728622494312e-11 4.416094128213538639e+00
-3.166251775831118181e-12 3.711203758510734474e+00
3.144644526429425053e-12 4.326001181798756257e+00
-1.816704893093128698e-13 4.035874244123865751e+00
3.069493665888089555e-13 4.453795185955677027e+00
