-2.000000000000000000e+01 -4.251849238420200968e-45 -9.404050626154623973e-42 2.781721206608418724e-45 1.658071774294015056e-45 2.392366724792208468e-45 1.694075435086637003e-45 3.260098703714713929e-48 -1.580211168811710001e-44 3.928263679426592540e-46 2.627364777196728421e-45 -7.674764930976964297e-46 -5.416545626796274996e-48 -3.017666780259557116e-46 4.177719987633409437e-45 5.863564734088249954e-46 -1.859565040264016281e-47
-1.997997997997997999e+01 -8.156294514762551129e-45 -1.869777975422898706e-41 5.107211528060079881e-45 2.954604437456619941e-45 4.205633924314249860e-45 3.186866724056415151e-45 6.528858400810997714e-48 -3.882779740250705151e-44 7.612356012833148668e-46 4.896567426586034361e-45 -1.435886604200379074e-45 -1.494446521971864674e-47 -5.664695597192381660e-46 8.898883245628932148e-45 1.154977873405622546e-45 -4.779625755769131746e-47
-1.995995995995995997e+01 -1.147466877302438200e-44 -2.740534113313076417e-41 6.406579202093531546e-45 3.693440517560687500e-45 4.967864511911477529e-45 4.364183020134200667e-45 9.583140656331848322e-48 -7.437671699061781723e-44 1.109837607867666865e-45 6.563292144328218518e-45 -1.940607527409599696e-45 -3.023855934213662833e-47 -8.049007373546311946e-46 1.408729307364498247e-44 1.691461652730934958e-45 -9.415868811286562998e-47
-1.993993993993993996e+01 -1.421536516566452929e-44 -3.545044177108700567e-41 6.833660703672301837e-45 3.852165890831688776e-45 4.497597758249065337e-45 5.185029991846918184e-45 1.199868425264436513e-47 -1.240828078433936781e-43 1.448302315099108628e-45 7.507744355471139260e-45 -2.257666610269003192e-45 -5.072510762120372842e-47 -1.063405211619476346e-45 1.907991419309843894e-44 2.175706850353489162e-45 -1.582338006170290412e-46
-1.991991991991991995e+01 -1.645806135069856754e-44 -4.329567674039909418e-41 6.942035109237511097e-45 3.575735342694540947e-45 2.959975139404798498e-45 5.637232527814078932e-45 1.360863375571447452e-47 -1.820821390040299131e-43 1.750259784623267178e-45 7.673606934955735248e-45 -2.377057333277973451e-45 -7.622355198560512923e-47 -1.380670648553634734e-45 2.309025273710873266e-44 2.592362488224370413e-45 -2.370139644041899512e-46
-1.989989989989989994e+01 -1.819136278613432961e-44 -5.108774255073483920e-41 7.473140037330626172e-45 3.037067204702817483e-45 7.641254387912684778e-46 5.782852830721529269e-45 1.457538600604528496e-47 -2.454663878104156806e-43 1.981761411777718834e-45 7.066462667546485001e-45 -2.293914038851158453e-45 -1.051397639360449954e-46 -1.775585623503204639e-45 2.566356028972360521e-44 2.935041472625362649e-45 -3.244427003439644563e-46
-1.987987987987987992e+01 -1.933877076535281682e-44 -5.770062030320393143e-41 9.034571487446247704e-45 2.294697455139651715e-45 -1.699280036369868280e-45 5.768573038305171695e-45 1.516000896769314600e-47 -3.118330746506004970e-43 2.133653809311891188e-45 5.747947574063781064e-45 -2.019311343783143078e-45 -1.336973459067878040e-46 -2.212990576879686135e-45 2.671121856130944532e-44 3.195783921870643098e-45 -4.154378238743651081e-46
-1.985985985985985991e+01 -1.988059142916275131e-44 -6.158925199252873301e-41 1.208559100545910372e-44 1.382717865888676116e-45 -4.191195783743963093e-45 5.780406263101209513e-45 1.532607355934758713e-47 -3.779437845794708007e-43 2.198135675406158494e-45 3.849644572068351934e-45 -1.537737540096901166e-45 -1.583769949766070008e-46 -2.644702055803578875e-45 2.639145126814201853e-44 3.365294390828936948e-45 -5.006050289744348511e-46
-1.983983983983983990e+01 -1.977305498938163358e-44 -6.167350540156688568e-41 1.678356981831761936e-44 3.159004093810853176e-46 -6.389541468471515567e-45 5.941099342641321549e-45 1.489138864715618529e-47 -4.407025538309974993e-43 2.178648085583388448e-45 1.603893649731440512e-45 -8.707471986469385892e-46 -1.774020424184057535e-46 -3.001654169006005411e-45 2.515450005484002661e-44 3.442408964619735242e-45 -5.696641692678174715e-46
-1.981981981981981988e+01 -1.901622666773955737e-44 -5.793128920620511129e-41 2.342398890601777965e-44 -9.885264772890071083e-46 -8.097889084524941072e-45 6.307832522594718479e-45 1.373891315965702189e-47 -4.960159607507838439e-43 2.077056503563264362e-45 -6.658694188505685915e-46 -8.514301068162400873e-47 -1.900665716548031977e-46 -3.237573101721114053e-45 2.339866569009206999e-44 3.431584199224562053e-45 -6.191471810633693921e-46
-1.979979979979979987e+01 -1.761149327261834029e-44 -5.126440539656458644e-41 3.260163380261246082e-44 -2.539333953271496321e-45 -9.272479858021366184e-45 6.858777453004305957e-45 1.167621061653911093e-47 -5.432211124907953790e-43 1.930016684352562038e-45 -2.633908926931561713e-45 7.037625732105768026e-46 -1.957486534921022147e-46 -3.296730563085018879e-45 2.161282880555764570e-44 3.329082023188703055e-45 -6.521376146682631216e-46
-1.977977977977977986e+01 -1.547584541841131650e-44 -4.273423225279504100e-41 4.390867074931716861e-44 -4.306664605319947697e-45 -1.001254777657768957e-44 7.533979144701128667e-45 8.668593260667872746e-48 -5.802346282565146175e-43 1.786090820348686291e-45 -4.092169403838794123e-45 1.383246923303652115e-45 -1.933649056152660123e-46 -3.143303607098736367e-45 2.012086095434062465e-44 3.137365716117282235e-45 -6.750722493541781827e-46
