0.000000000000000000e+00 2.999999999999999289e+01
1.001001001001000992e-02 2.979212403384880758e+01
2.002002002002001985e-02 2.958459375595684548e+01
3.003003003003002977e-02 2.937741449532073190e+01
4.004004004004003969e-02 2.917059158093708149e+01
5.005005005005004615e-02 2.896413034180253732e+01
6.006006006006005954e-02 2.875803610691371404e+01
7.007007007007007293e-02 2.855231420526722985e+01
8.008008008008007939e-02 2.834696996585971007e+01
9.009009009009008584e-02 2.814200871768778711e+01
1.001001001001000923e-01 2.793743578974807917e+01
1.101101101101101126e-01 2.773325651103721157e+01
1.201201201201201191e-01 2.752947621055180960e+01
1.301301301301301394e-01 2.732610021728849148e+01
1.401401401401401459e-01 2.712313386024388251e+01
1.501501501501501523e-01 2.692058246841461511e+01
1.601601601601601588e-01 2.671845137079730037e+01
1.701701701701701652e-01 2.651674589638857782e+01
1.801801801801801717e-01 2.631547137418506566e+01
1.901901901901901781e-01 2.611463313318337143e+01
2.002002002002001846e-01 2.591423650238014176e+01
2.102102102102102188e-01 2.571428681077198419e+01
2.202202202202202252e-01 2.551478938735553115e+01
2.302302302302302317e-01 2.531574956112741503e+01
2.402402402402402382e-01 2.511717266108424340e+01
2.502502502502502724e-01 2.491906401622265221e+01
2.602602602602602788e-01 2.472142895553925257e+01
2.702702702702702853e-01 2.452427280803068044e+01
2.802802802802802917e-01 2.432760090269356112e+01
2.902902902902902982e-01 2.413141856852450573e+01
3.003003003003003046e-01 2.393573113452015022e+01
3.103103103103103111e-01 2.374054392967710925e+01
3.203203203203203175e-01 2.354586228299201522e+01
3.303303303303303240e-01 2.335169152346148636e+01
3.403403403403403304e-01 2.315803698008215150e+01
3.503503503503503369e-01 2.296490398185062531e+01
3.603603603603603434e-01 2.277229785776354376e+01
3.703703703703703498e-01 2.258022393681752504e+01
3.803803803803803563e-01 2.238868754800918737e+01
3.903903903903903627e-01 2.219769402033517380e+01
4.004004004004003692e-01 2.200724868279208479e+01
4.104104104104104311e-01 2.181735686437655630e+01
4.204204204204204376e-01 2.162802389408521009e+01
4.304304304304304440e-01 2.143925510091467146e+01
4.404404404404404505e-01 2.125105581386156217e+01
4.504504504504504570e-01 2.106343136192251109e+01
4.604604604604604634e-01 2.087638707409413996e+01
4.704704704704704699e-01 2.068992827937307055e+01
4.804804804804804763e-01 2.050406030675592817e+01
4.904904904904904828e-01 2.031878848523933456e+01
5.005005005005005447e-01 2.013411814381991505e+01
5.105105105105105512e-01 1.995005461149430204e+01
5.205205205205205576e-01 1.976660321725909952e+01
5.305305305305305641e-01 1.958376929011095058e+01
5.405405405405405705e-01 1.940155815904646985e+01
5.505505505505505770e-01 1.921997515306228976e+01
