0.000000000000000000e+00 1.118640920957338626e-06 -1.991122668727563974e-06 2.920271735924402926e-06 -3.774518312085873859e-06 4.589845624336686269e-06 -5.210276493944922927e-06 5.256173696456972630e-06
1.001001001001000992e-02 2.243905979637351641e-06 -3.993745794725023225e-06 5.857026065690663039e-06 -7.569922602176069960e-06 9.204664540258991178e-06 -1.044849826284489402e-05 1.054022101140091127e-05
2.002002002002001985e-02 3.382365061532430725e-06 -6.019269887026357806e-06 8.826594619438931177e-06 -1.140689906768628399e-05 1.386918246648610273e-05 -1.574232519747059187e-05 1.587972428833861984e-05
3.003003003003002977e-02 4.540571563181438334e-06 -8.079059384101490977e-06 1.184524743342484474e-05 -1.530604504724999342e-05 1.860800786087638402e-05 -2.111927545156210500e-05 2.130211618413602585e-05
4.004004004004003969e-02 5.725098976340874994e-06 -1.018450444770527288e-05 1.492927928702289644e-05 -1.928797605138951262e-05 2.344575753286185491e-05 -2.660686378688570326e-05 2.683481593571031761e-05
5.005005005005004615e-02 6.942576511785824073e-06 -1.234708103528489598e-05 1.809509350447210813e-05 -2.337342950991721038e-05 2.840717826111329608e-05 -3.223273538463551630e-05 3.250536105606657665e-05
6.006006006006005954e-02 8.199723967028886196e-06 -1.457840958860548085e-05 2.135928368398552960e-05 -2.758336580022107694e-05 3.351726506954885482e-05 -3.802479583433921177e-05 3.834153515397914589e-05
7.007007007007007293e-02 9.503386029290525916e-06 -1.689031265399029241e-05 2.473871378527082811e-05 -3.193906708097030898e-05 3.880137676784585488e-05 -4.401133795930103643e-05 4.437149251996225224e-05
8.008008008008007939e-02 1.086056619345175180e-05 -1.929487172953291073e-05 2.825059697797272049e-05 -3.646223441985581168e-05 4.428534931993964672e-05 -5.022116609014514246e-05 5.062388007406461534e-05
9.009009009009008584e-02 1.227846046434248760e-05 -2.180448361661243453e-05 3.191257362775715362e-05 -4.117508367139928162e-05 4.999560756517751499e-05 -5.668371835475307518e-05 5.712795722801236701e-05
1.001001001001000923e-01 1.376449100345056538e-05 -2.443191653683525461e-05 3.574278877344494053e-05 -4.610044053129512716e-05 5.595927578145965751e-05 -6.342918751340307151e-05 6.391371417490829471e-05
1.101101101101101126e-01 1.532633987187158125e-05 -2.719036626096252987e-05 3.975996942752479685e-05 -5.126183516689241282e-05 6.220428754749415974e-05 -7.048864083183913867e-05 7.101198908369880209e-05
1.201201201201201191e-01 1.697198301396310736e-05 -3.009351248330037273e-05 4.398350201331132817e-05 -5.668359679900794395e-05 6.875949533190312229e-05 -7.789413945197282011e-05 7.845458464260561342e-05
1.301301301301301394e-01 1.870972461962974468e-05 -3.315557566328319970e-05 4.843351023475860035e-05 -6.239094858803498898e-05 7.565478021004976939e-05 -8.567885768963807741e-05 8.627438436537437515e-05
1.401401401401401459e-01 2.054823199736896498e-05 -3.639137454543537464e-05 5.313093365930831495e-05 -6.841010315704764593e-05 8.292116208484684740e-05 -9.387720266098327352e-05 9.450546904623433823e-05
1.501501501501501523e-01 2.249657108507750853e-05 -3.981638455942899176e-05 5.809760727997304253e-05 -7.476835906608822284e-05 9.059091076521084626e-05 -1.025249346134311448e-04 1.031832337236263678e-04
1.601601601601601588e-01 2.456424272108764131e-05 -4.344679729345358603e-05 6.335634230997273374e-05 -8.149419853487142049e-05 9.869765823501818890e-05 -1.116592883134197111e-04 1.123445054888076386e-04
1.701701701701701652e-01 2.676121979391001812e-05 -4.729958122647334544e-05 6.893100845151273171e-05 -8.861738669556781464e-05 1.072765124261946916e-04 -1.213190958211315013e-04 1.220276624531526385e-04
1.801801801801801717e-01 2.909798538564790116e-05 -5.139254389807155170e-05 7.484661786957980806e-05 -9.616907264297536878e-05 1.163641727917366203e-04 -1.315449109619140156e-04 1.322727541671431879e-04
1.901901901901901781e-01 3.158557202096448017e-05 -5.574439568838498484e-05 8.112941109181915711e-05 -1.041818925361032502e-04 1.259990479578450360e-04 -1.423791357849034898e-04 1.431216237644868810e-04
2.002002002002001846e-01 3.423560213078134508e-05 -6.037481537502761625e-05 8.780694504652235386e-05 -1.126900749928336053e-04 1.362213757187934887e-04 -1.538661492813071037e-04 1.546180320863481481e-04
2.102102102102102188e-01 3.706032983751783404e-05 -6.530451762882014772e-05 9.490818344240244261e-05 -1.217295490077680795e-04 1.470733456234906626e-04 -1.660524386177093478e-04 1.668077840231631411e-04
2.202202202202202252e-01 4.007268416660550870e-05 -7.055532260550669845e-05 1.024635896860567099e-04 -1.313380546124856714e-04 1.585992243888063543e-04 -1.789867331235054900e-04 1.797388572947886045e-04
2.302302302302302317e-01 4.328631378718979320e-05 -7.615022778638836504e-05 1.105052225257304946e-04 -1.415552564871218203e-04 1.708454843614701842e-04 -1.927201412559688474e-04 1.934615338736665714e-04
2.402402402402402382e-01 4.671563338332636697e-05 -8.211348221687070055e-05 1.190668346031090370e-04 -1.524228607223264594e-04 1.838609352376072115e-04 -2.073062907514195059e-04 2.080285342401494550e-04
2.502502502502502724e-01 5.037587175555780769e-05 -8.847066328825495317e-05 1.281839740883023988e-04 -1.639847349211692978e-04 1.976968592366305213e-04 -2.228014721563411618e-04 2.234951546439980065e-04
2.602602602602602788e-01 5.428312175148342224e-05 -9.524875620463937366e-05 1.378940895668703641e-04 -1.762870318213409602e-04 2.124071499141627227e-04 -2.392647859179843290e-04 2.399194075312355149e-04
2.702702702702702853e-01 5.845439212278276408e-05 -1.024762362734949497e-04 1.482366383415945033e-04 -1.893783166089685365e-04 2.280484547868056092e-04 -2.567582931998896030e-04 2.573621652809026457e-04
2.802802802802802917e-01 6.290766140509018744e-05 -1.101831541552797942e-04 1.592531983056712154e-04 -2.033096980864363280e-04 2.446803219298307160e-04 -2.753471705737657832e-04 2.758873073817261884e-04
2.902902902902902982e-01 6.766193391611646693e-05 -1.184012242043209145e-04 1.709875835380122305e-04 -2.181349638477028045e-04 2.623653506971308129e-04 -2.950998687251701435e-04 2.955618711641884336e-04
3.003003003003003046e-01 7.273729796644797484e-05 -1.271639160300699824e-04 1.834859637653362503e-04 -2.339107196056632943e-04 2.811693467009782066e-04 -3.160882752963723005e-04 3.164562061888854714e-04
3.103103103103103111e-01 7.815498637649718821e-05 -1.365065494046929881e-04 1.967969878296597366e-04 -2.506965328070498498e-04 3.011614811771960005e-04 -3.383878819755666337e-04 3.386441323773209432e-04
3.203203203203203175e-01 8.393743939210606645e-05 -1.464663926397382851e-04 2.109719112935910812e-04 -2.685550806611295967e-04 3.224144548491989209e-04 -3.620779559271396740e-04 3.622031019563077777e-04
3.303303303303303240e-01 9.010837009029301831e-05 -1.570827645513050356e-04 2.260647283094477399e-04 -2.875523026989876751e-04 3.450046663919180932e-04 -3.872417156429431000e-04 3.872143652718915466e-04
3.403403403403403304e-01 9.669283236555889928e-05 -1.683971401296699736e-04 2.421323078716057509e-04 -3.077575579704139872e-04 3.690123855838482129e-04 -4.139665112793872496e-04 4.137631405130991918e-04
3.503503503503503369e-01 1.037172915860082919e-04 -1.804532600256796872e-04 2.592345345645933339e-04 -3.292437869752882183e-04 3.945219312222546888e-04 -4.423440095296074146e-04 4.419387873697897115e-04
3.603603603603603434e-01 1.112096980072745778e-04 -1.932972439623551896e-04 2.774344539122304077e-04 -3.520876784158304628e-04 4.216218538629266065e-04 -4.724703830638890480e-04 4.718349846323970694e-04
3.703703703703703498e-01 1.191995630308394482e-04 -2.069777081760366185e-04 2.967984224255255216e-04 -3.763698408450981804e-04 4.504051234316776070e-04 -5.044465045549358919e-04 5.035499117243493914e-04
3.803803803803803563e-01 1.277180383917907766e-04 -2.215458869869995219e-04 3.173962624390509139e-04 -4.021749792756263982e-04 4.809693217400523883e-04 -5.383781452873508903e-04 5.371864341403882878e-04
3.903903903903903627e-01 1.367979983593426503e-04 -2.370557585947555745e-04 3.393014218170667048e-04 -4.295920768000675155e-04 5.134168399223273732e-04 -5.743761783328581692e-04 5.728522927458461157e-04
4.004004004004003692e-01 1.464741250315297334e-04 -2.535641751881882429e-04 3.625911386017283459e-04 -4.587145812630626248e-04 5.478550807948694710e-04 -6.125567862542448654e-04 6.106602968731337806e-04
4.104104104104104311e-01 1.567829968033659818e-04 -2.711309974552293754e-04 3.873466106662485807e-04 -4.896405970103171129e-04 5.843966661221902236e-04 -6.530416732817514612e-04 6.507285211322185901e-04
4.204204204204204376e-01 1.677631800853999610e-04 -2.898192335709321517e-04 4.136531704258537595e-04 -5.224730817269287965e-04 6.231596487565612503e-04 -6.959582818856064300e-04 6.931805058317012328e-04
4.304304304304304440e-01 1.794553243469947600e-04 -3.096951827365098113e-04 4.416004646487535013e-04 -5.573200483623857483e-04 6.642677295998250693e-04 -7.414400136475951010e-04 7.381454608861911376e-04
4.404404404404404505e-01 1.919022605557804359e-04 -3.308285833351523966e-04 4.712826393980841804e-04 -5.942947721242868020e-04 7.078504793169876786e-04 -7.896264543129187519e-04 7.857584730640446505e-04
4.504504504504504570e-01 2.051491030815630985e-04 -3.532927657631972692e-04 5.027985301238784357e-04 -6.335160025067103177e-04 7.540435647113146334e-04 -8.406636028811401498e-04 8.361607164071207642e-04
4.604604604604604634e-01 2.192433551294977368e-04 -3.771648099874626639e-04 5.362518569115073139e-04 -6.751081803022329977e-04 8.029889796499242553e-04 -8.947041045716830907e-04 8.894996656310244498e-04
4.704704704704704699e-01 2.342350177635353083e-04 -4.025257078712542744e-04 5.717514248797310157e-04 -7.192016595288634219e-04 8.548352804072822161e-04 -9.519074874751623332e-04 9.459293122903605390e-04
4.804804804804804763e-01 2.501767025770081391e-04 -4.294605303026896169e-04 6.094113297074392173e-04 -7.659329341845845995e-04 9.097378252715189635e-04 -1.012440402676755306e-03 1.005610383468766604e-03
