-2.000000000000000000e+01 3.499999999999995026e+01
-1.997997997997997999e+01 3.484296085820161437e+01
-1.995995995995995997e+01 3.468637975313982480e+01
-1.993993993993993996e+01 3.453025602684265749e+01
-1.991991991991991995e+01 3.437458902133815997e+01
-1.989989989989989994e+01 3.421937807865438685e+01
-1.987987987987987992e+01 3.406462254081941410e+01
-1.985985985985985991e+01 3.391032174986127501e+01
-1.983983983983983990e+01 3.375647504780803843e+01
-1.981981981981981988e+01 3.360308177668777319e+01
-1.979979979979979987e+01 3.345014127852850550e+01
-1.977977977977977986e+01 3.329765289535832551e+01
-1.975975975975975985e+01 3.314561596920528075e+01
-1.973973973973973983e+01 3.299402984209741874e+01
-1.971971971971971982e+01 3.284289385606280121e+01
-1.969969969969969981e+01 3.269220735312948278e+01
-1.967967967967967979e+01 3.254196967532553941e+01
-1.965965965965965978e+01 3.239218016467901151e+01
-1.963963963963963977e+01 3.224283816321795371e+01
-1.961961961961961975e+01 3.209394301297042773e+01
-1.959959959959959974e+01 3.194549405596449887e+01
-1.957957957957957973e+01 3.179749063422822886e+01
-1.955955955955955972e+01 3.164993208978965100e+01
-1.953953953953953970e+01 3.150281776467683770e+01
-1.951951951951951969e+01 3.135614700091785068e+01
-1.949949949949949968e+01 3.120991914054073391e+01
-1.947947947947947966e+01 3.106413352557355267e+01
-1.945945945945945965e+01 3.091878949804437582e+01
-1.943943943943943964e+01 3.077388639998124376e+01
-1.941941941941941963e+01 3.062942357341221822e+01
-1.939939939939939961e+01 3.048540036036536094e+01
-1.937937937937937960e+01 3.034181610286872655e+01
-1.935935935935935959e+01 3.019867014295037677e+01
-1.933933933933933957e+01 3.005596182263835203e+01
-1.931931931931931956e+01 2.991369048396073183e+01
-1.929929929929929955e+01 2.977185546894556012e+01
-1.927927927927927954e+01 2.963045611962090575e+01
-1.925925925925925952e+01 2.948949177801481625e+01
-1.923923923923923951e+01 2.934896178615534623e+01
-1.921921921921921950e+01 2.920886548607056454e+01
-1.919919919919919948e+01 2.906920221978852226e+01
-1.917917917917917947e+01 2.892997132933727755e+01
-1.915915915915915946e+01 2.879117215674488861e+01
-1.913913913913913944e+01 2.865280404403940295e+01
-1.911911911911911943e+01 2.851486633324889652e+01
-1.909909909909909942e+01 2.837735836640140263e+01
-1.907907907907907941e+01 2.824027948552500789e+01
-1.905905905905905939e+01 2.810362903264775269e+01
-1.903903903903903938e+01 2.796740634979769169e+01
-1.901901901901901937e+01 2.783161077900289015e+01
-1.899899899899899935e+01 2.769624166229140272e+01
-1.897897897897897934e+01 2.756129834169128401e+01
-1.895895895895895933e+01 2.742678015923059931e+01
-1.893893893893893932e+01 2.729268645693740325e+01
-1.891891891891891930e+01 2.715901657683974690e+01
-1.889889889889889929e+01 2.702576986096569200e+01
-1.887887887887887928e+01 2.689294565134329673e+01
-1.885885885885885926e+01 2.676054329000061927e+01
-1.883883883883883925e+01 2.662856211896570358e+01
-1.881881881881881924e+01 2.649700148026663626e+01
-1.879879879879879923e+01 2.636586071593144354e+01
-1.877877877877877921e+01 2.623513916798820844e+01
-1.875875875875875920e+01 2.610483617846497140e+01
-1.873873873873873919e+01 2.597495108938979413e+01
-1.871871871871871917e+01 2.584548324279073483e+01
-1.869869869869869916e+01 2.571643198069585168e+01
-1.867867867867867915e+01 2.558779664513319574e+01
-1.865865865865865914e+01 2.545957657813084296e+01
-1.863863863863863912e+01 2.533177112171682666e+01
-1.861861861861861911e+01 2.520437961791922987e+01
-1.859859859859859910e+01 2.507740140876607526e+01
-1.857857857857857908e+01 2.495083583628545654e+01
-1.855855855855855907e+01 2.482468224250541056e+01
-1.853853853853853906e+01 2.469893996945399905e+01
-1.851851851851851904e+01 2.457360835915928021e+01
-1.849849849849849903e+01 2.444868675364931221e+01
-1.847847847847847902e+01 2.432417449495214967e+01
-1.845845845845845901e+01 2.420007092509585789e+01
-1.843843843843843899e+01 2.407637538610847727e+01
-1.841841841841841898e+01 2.395308722001808377e+01
-1.839839839839839897e+01 2.383020576885272490e+01
-1.837837837837837895e+01 2.370773037464046240e+01
-1.835835835835835894e+01 2.358566037940935445e+01
-1.833833833833833893e+01 2.346399512518745212e+01
-1.831831831831831892e+01 2.334273395400281714e+01
-1.829829829829829890e+01 2.322187620788350060e+01
-1.827827827827827889e+01 2.310142122885757843e+01
-1.825825825825825888e+01 2.298136835895308749e+01
-1.823823823823823886e+01 2.286171694019809308e+01
-1.821821821821821885e+01 2.274246631462065693e+01
-1.819819819819819884e+01 2.262361582424882656e+01
-1.817817817817817883e+01 2.250516481111066369e+01
-1.815815815815815881e+01 2.238711261723423718e+01
-1.813813813813813880e+01 2.226945858464757322e+01
-1.811811811811811879e+01 2.215220205537877973e+01
-1.809809809809809877e+01 2.203534237145586161e+01
-1.807807807807807876e+01 2.191887887490690900e+01
-1.805805805805805875e+01 2.180281090775996944e+01
-1.803803803803803874e+01 2.168713781204310109e+01
-1.801801801801801872e+01 2.157185892978435859e+01
-1.799799799799799871e+01 2.145697360301180368e+01
-1.797797797797797870e+01 2.134248117375348741e+01
-1.795795795795795868e+01 2.122838098403747509e+01
-1.793793793793793867e+01 2.111467237589181423e+01
-1.791791791791791866e+01 2.100135469134458077e+01
-1.789789789789789864e+01 2.088842727242381159e+01
-1.787787787787787863e+01 2.077588946115757551e+01
