-2.000000000000000000e+00 1.110164778725228037e-03 -2.220326818220260973e-03 -3.330483379313237471e-03 -4.440631722733105573e-03 5.550769109324529132e-03
-1.997997997997998043e+00 2.220326818229222555e-03 -4.440631722711208158e-03 -6.660892800018147937e-03 -8.881088136929376348e-03 1.110119582106393853e-02
-1.995995995995996086e+00 3.330483379297510468e-03 -6.660892799959808319e-03 -9.991154305148774659e-03 -1.332119394097286066e-02 1.665093775875379351e-02
-1.993993993993993907e+00 4.440631722729133056e-03 -8.881088136885584988e-03 -1.332119394102385113e-02 -1.776077384708909385e-02 2.219965258816978051e-02
-1.991991991991991950e+00 5.550769109343411598e-03 -1.110119582105688861e-02 -1.665093775888907418e-02 -2.219965258826515561e-02 2.774699803844441967e-02
-1.989989989989989994e+00 6.660892799986697400e-03 -1.332119394090717536e-02 -1.998031181655923749e-02 -2.663765492516893818e-02 3.329263192318002162e-02
-1.987987987987988037e+00 7.771000055539138522e-03 -1.554106058595124823e-02 -2.330924218006024187e-02 -3.107460565306723738e-02 3.883621216155628414e-02
-1.985985985985986080e+00 8.881088136921433049e-03 -1.776077384700152154e-02 -2.663765492527091563e-02 -3.551032960874261207e-02 4.437739679943153437e-02
-1.983983983983983901e+00 9.991154305101597119e-03 -1.998031181638423512e-02 -2.996547613956461117e-02 -3.994465167740844647e-02 4.991584403043598794e-02
-1.981981981981981944e+00 1.110119582110170346e-02 -2.219965258815570150e-02 -3.329263192345055522e-02 -4.437739679962225681e-02 5.545121221705601178e-02
-1.979979979979979987e+00 1.221120994600465720e-02 -2.441877425831848886e-02 -3.661904839221489377e-02 -4.880838997819669789e-02 6.098315991170798200e-02
-1.977977977977978030e+00 1.332119394096094832e-02 -2.663765492503759533e-02 -3.994465167756143520e-02 -5.323745628510812705e-02 6.651134587780023477e-02
-1.975975975975976073e+00 1.443114506719541182e-02 -2.885627268885665800e-02 -4.326936792925199088e-02 -5.766442086840255221e-02 7.203542911078233968e-02
-1.973973973973973894e+00 1.554106058601398277e-02 -3.107460565291402660e-02 -4.659312331674635155e-02 -6.208910895909838801e-02 7.755506885917974602e-02
-1.971971971971971938e+00 1.665093775881044610e-02 -3.329263192315893433e-02 -4.991584403084177446e-02 -6.651134587808611720e-02 8.306992464561291367e-02
-1.969969969969969981e+00 1.776077384707321072e-02 -3.551032960856752296e-02 -5.323745628531213747e-02 -7.093095704302421201e-02 8.857965628779962408e-02
-1.967967967967968024e+00 1.887056611239205581e-02 -3.772767682135896861e-02 -5.655788631854632986e-02 -7.534776797523151659e-02 9.408392391953905587e-02
-1.965965965965966067e+00 1.998031181646488588e-02 -3.994465167721147209e-02 -5.987706039518635864e-02 -7.976160430657520950e-02 9.958238801167629273e-02
-1.963963963963963888e+00 2.109000822110449272e-02 -4.216123229547823204e-02 -6.319490480776468466e-02 -8.417229178635463049e-02 1.050747093930460424e-01
-1.961961961961961931e+00 2.219965258824531038e-02 -4.437739679940342491e-02 -6.651134587834110767e-02 -8.857965628818038895e-02 1.105605492713943039e-01
-1.959959959959959974e+00 2.330924217995016673e-02 -4.659312331633806009e-02 -6.982630996013873548e-02 -9.298352381684853174e-02 1.160395692542768448e-01
-1.957957957957958017e+00 2.441877425841704891e-02 -4.880838997795597378e-02 -7.313972343917965468e-02 -9.738372051520967354e-02 1.215114313699326015e-01
-1.955955955955956060e+00 2.552824608598584441e-02 -5.102317492046955227e-02 -7.645151273591940799e-02 -1.017800726710325621e-01 1.269757980881314752e-01
-1.953953953953953881e+00 2.663765492514511349e-02 -5.323745628484554543e-02 -7.976160430688115921e-02 -1.061724067238617314e-01 1.324323323409948294e-01
-1.951951951951951925e+00 2.774699803853882332e-02 -5.545121221702083159e-02 -8.306992464628860928e-02 -1.105605492718697708e-01 1.378806975437874283e-01
-1.949949949949949968e+00 2.885627268897312733e-02 -5.766442086811809226e-02 -8.637640028769852374e-02 -1.149443270787025018e-01 1.433205576156794392e-01
