-2.000000000000000000e+00 1.610251835800707599e-06 -2.316021375883261043e-05 -1.312914957561050078e-03
-1.997997997997998043e+00 3.220725445888321365e-06 -4.632214179564427188e-05 -2.625826327936452240e-03
-1.995995995995996086e+00 4.831642635093934480e-06 -6.948749851530182733e-05 -3.938730523950360191e-03
-1.993993993993993907e+00 6.443225269341222633e-06 -9.265799857645720412e-05 -5.251623958446529142e-03
-1.991991991991991950e+00 8.055695306203251833e-06 -1.158353570184632596e-04 -6.564503044298114834e-03
-1.989989989989989994e+00 9.669274825471911231e-06 -1.390212893883181549e-04 -7.877364194417478191e-03
-1.987987987987988037e+00 1.128418605974417248e-05 -1.622175118676469645e-04 -9.190203821765993014e-03
-1.985985985985986080e+00 1.290065142502940928e-05 -1.854257413997303396e-04 -1.050301833936382288e-02
-1.983983983983983901e+00 1.451889355138194667e-05 -2.086476958165897947e-04 -1.181580416029974837e-02
-1.981981981981981944e+00 1.613913531356313871e-05 -2.318850939661384794e-04 -1.312855769774095432e-02
-1.979979979979979987e+00 1.776159986173709711e-05 -2.551396558394072888e-04 -1.444127536494282243e-02
-1.977977977977978030e+00 1.938651065220438387e-05 -2.784131026978553525e-04 -1.575395357525875839e-02
-1.975975975975976073e+00 2.101409147817785564e-05 -3.017071572007752546e-04 -1.706658874214995320e-02
-1.973973973973973894e+00 2.264456650060490861e-05 -3.250235435328007122e-04 -1.837917727919521904e-02
-1.971971971971971938e+00 2.427816027904037587e-05 -3.483639875315278230e-04 -1.969171560010075928e-02
-1.969969969969969981e+00 2.591509780257433634e-05 -3.717302168152586384e-04 -2.100420011870998346e-02
-1.967967967967968024e+00 2.755560452081899569e-05 -3.951239609108761963e-04 -2.231662724901330164e-02
-1.965965965965966067e+00 2.919990637495917946e-05 -4.185469513818612045e-04 -2.362899340515791508e-02
-1.963963963963963888e+00 3.084822982887030422e-05 -4.420009219564593746e-04 -2.494129500145764872e-02
-1.961961961961961931e+00 3.250080190030852273e-05 -4.654876086560085662e-04 -2.625352845240267602e-02
-1.959959959959959974e+00 3.415785019217703423e-05 -4.890087499234364778e-04 -2.756569017266939994e-02
-1.957957957957958017e+00 3.581960292387302222e-05 -5.125660867519364703e-04 -2.887777657713017435e-02
-1.955955955955956060e+00 3.748628896271953597e-05 -5.361613628138337233e-04 -3.018978408086316415e-02
-1.953953953953953881e+00 3.915813785548654096e-05 -5.597963245896476862e-04 -3.150170909916208406e-02
-1.951951951951951925e+00 4.083537986000563083e-05 -5.834727214973645928e-04 -3.281354804754603449e-02
-1.949949949949949968e+00 4.251824597688257497e-05 -6.071923060219252448e-04 -3.412529734176925761e-02
-1.947947947947948011e+00 4.420696798131224875e-05 -6.309568338449414535e-04 -3.543695339783098364e-02
-1.945945945945946054e+00 4.590177845500018820e-05 -6.547680639746484036e-04 -3.674851263198516960e-02
-1.943943943943943875e+00 4.760291081819524833e-05 -6.786277588761032396e-04 -3.805997146075030396e-02
-1.941941941941941918e+00 4.931059936183776287e-05 -7.025376846016394153e-04 -3.937132630091922519e-02
-1.939939939939939961e+00 5.102507927982758963e-05 -7.264996109215874319e-04 -4.068257356956889170e-02
-1.937937937937938004e+00 5.274658670141655459e-05 -7.505153114552692286e-04 -4.199370968407015875e-02
-1.935935935935936048e+00 5.447535872372968554e-05 -7.745865638022786945e-04 -4.330473106209758311e-02
-1.933933933933933869e+00 5.621163344441972812e-05 -7.987151496740570828e-04 -4.461563412163921383e-02
-1.931931931931931912e+00 5.795564999445955884e-05 -8.229028550257708099e-04 -4.592641528100636916e-02
-1.929929929929929955e+00 5.970764857107681148e-05 -8.471514701885058405e-04 -4.723707095884344120e-02
-1.927927927927927998e+00 6.146787047083538584e-05 -8.714627900017842986e-04 -4.854759757413765892e-02
-1.925925925925926041e+00 6.323655812286835850e-05 -8.958386139464154458e-04 -4.985799154622885115e-02
-1.923923923923923862e+00 6.501395512226694419e-05 -9.202807462776899181e-04 -5.116824929481928602e-02
-1.921921921921921905e+00 6.680030626362990550e-05 -9.447909961589278467e-04 -5.247836723998344083e-02
-1.919919919919919948e+00 6.859585757477832378e-05 -9.693711777953900773e-04 -5.378834180217772348e-02
-1.917917917917917991e+00 7.040085635064011541e-05 -9.940231105685607294e-04 -5.509816940225034654e-02
-1.915915915915916035e+00 7.221555118730903688e-05 -1.018748619170816924e-03 -5.640784646145102083e-02
-1.913913913913913856e+00 7.404019201628301693e-05 -1.043549533740488608e-03 -5.771736940144078093e-02
-1.911911911911911899e+00 7.587503013888631509e-05 -1.068427689997320613e-03 -5.902673464430175515e-02
-1.909909909909909942e+00 7.772031826088031793e-05 -1.093384929378351600e-03 -6.033593861254693547e-02
-1.907907907907907985e+00 7.957631052726789247e-05 -1.118423099174212362e-03 -6.164497772912992668e-02
-1.905905905905905806e+00 8.144326255729580975e-05 -1.143544052665859982e-03 -6.295384841745479965e-02
-1.903903903903903849e+00 8.332143147966029374e-05 -1.168749649261753695e-03 -6.426254710138577797e-02
-1.901901901901901892e+00 8.521107596792046595e-05 -1.194041754635485680e-03 -6.557107020525701491e-02
-1.899899899899899935e+00 8.711245627612453763e-05 -1.219422240863873939e-03 -6.687941415388244659e-02
-1.897897897897897979e+00 8.902583427465362849e-05 -1.244892986565531139e-03 -6.818757537256545098e-02
-1.895895895895895800e+00 9.095147348628836181e-05 -1.270455877039916364e-03 -6.949555028710870108e-02
-1.893893893893893843e+00 9.288963912250277613e-05 -1.296112804406881255e-03 -7.080333532382389328e-02
-1.891891891891891886e+00 9.484059811999109640e-05 -1.321865667746720957e-03 -7.211092690954148954e-02
-1.889889889889889929e+00 9.680461917743186419e-05 -1.347716373240742888e-03 -7.341832147162050126e-02
-1.887887887887887972e+00 9.878197279249498327e-05 -1.373666834312355263e-03 -7.472551543795832862e-02
-1.885885885885885793e+00 1.007729312990962616e-04 -1.399718971768699680e-03 -7.603250523700029462e-02
-1.883883883883883836e+00 1.027777689049051414e-04 -1.425874713942821463e-03 -7.733928729774973421e-02
-1.881881881881881879e+00 1.047967617291102257e-04 -1.452135996836404668e-03 -7.864585804977745898e-02
-1.879879879879879923e+00 1.068301878404482929e-04 -1.478504764263069990e-03 -7.995221392323161036e-02
-1.877877877877877966e+00 1.088783272955016243e-04 -1.504982967992253605e-03 -8.125835134884752675e-02
-1.875875875875875787e+00 1.109414621772693770e-04 -1.531572567893671032e-03 -8.256426675795727754e-02
-1.873873873873873830e+00 1.130198766340176656e-04 -1.558275532082387073e-03 -8.386995658249965513e-02
-1.871871871871871873e+00 1.151138569184144216e-04 -1.585093837064488779e-03 -8.517541725502969507e-02
-1.869869869869869916e+00 1.172236914269539527e-04 -1.612029467883385313e-03 -8.648064520872855709e-02
-1.867867867867867959e+00 1.193496707396767302e-04 -1.639084418266735553e-03 -8.778563687741328114e-02
-1.865865865865865780e+00 1.214920876601899606e-04 -1.666260690774021237e-03 -8.909038869554647411e-02
-1.863863863863863823e+00 1.236512372559944316e-04 -1.693560296944773662e-03 -9.039489709824603814e-02
-1.861861861861861867e+00 1.258274168991230116e-04 -1.720985257447462183e-03 -9.169915852129499612e-02
-1.859859859859859910e+00 1.280209263070968473e-04 -1.748537602229062069e-03 -9.300316940115110897e-02
-1.857857857857857953e+00 1.302320675842041659e-04 -1.776219370665307364e-03 -9.430692617495675667e-02
-1.855855855855855774e+00 1.324611452631081602e-04 -1.804032611711641094e-03 -9.561042528054854162e-02
-1.853853853853853817e+00 1.347084663467891866e-04 -1.831979384054876515e-03 -9.691366315646708640e-02
-1.851851851851851860e+00 1.369743403508272132e-04 -1.860061756265576731e-03 -9.821663624196676212e-02
-1.849849849849849903e+00 1.392590793460301288e-04 -1.888281806951165511e-03 -9.951934097702537507e-02
-1.847847847847847724e+00 1.415629980014144985e-04 -1.916641624909785555e-03 -1.008217738023539783e-01
-1.845845845845845767e+00 1.438864136275434281e-04 -1.945143309284903550e-03 -1.021239311594064891e-01
-1.843843843843843811e+00 1.462296462202289382e-04 -1.973788969720688489e-03 -1.034258094903895697e-01
-1.841841841841841854e+00 1.485930185046036435e-04 -2.002580726518160634e-03 -1.047274052382721060e-01
-1.839839839839839897e+00 1.509768559795686784e-04 -2.031520710792134986e-03 -1.060287148467951579e-01
-1.837837837837837718e+00 1.533814869626233968e-04 -2.060611064628962291e-03 -1.073297347604815904e-01
-1.835835835835835761e+00 1.558072426350834872e-04 -2.089853941245080598e-03 -1.086304614246457190e-01
-1.833833833833833804e+00 1.582544570876933310e-04 -2.119251505146393846e-03 -1.099308912854030928e-01
-1.831831831831831847e+00 1.607234673666391904e-04 -2.148805932288485720e-03 -1.112310207896802655e-01
-1.829829829829829890e+00 1.632146135199692434e-04 -2.178519410237677451e-03 -1.125308463852243840e-01
-1.827827827827827711e+00 1.657282386444274306e-04 -2.208394138332951673e-03 -1.138303645206128756e-01
-1.825825825825825754e+00 1.682646889327068357e-04 -2.238432327848738444e-03 -1.151295716452634260e-01
-1.823823823823823798e+00 1.708243137211295354e-04 -2.268636202158593341e-03 -1.164284642094432359e-01
-1.821821821821821841e+00 1.734074655377595075e-04 -2.299007996899767210e-03 -1.177270386642791239e-01
-1.819819819819819884e+00 1.760145001509550746e-04 -2.329549960138684039e-03 -1.190252914617669217e-01
-1.817817817817817705e+00 1.786457766183675779e-04 -2.360264352537336935e-03 -1.203232190547814245e-01
-1.815815815815815748e+00 1.813016573363932210e-04 -2.391153447520621284e-03 -1.216208178970859533e-01
-1.813813813813813791e+00 1.839825080900845604e-04 -2.422219531444607266e-03 -1.229180844433419295e-01
-1.811811811811811834e+00 1.866886981035287458e-04 -2.453464903765773409e-03 -1.242150151491187848e-01
-1.809809809809809877e+00 1.894206000906995294e-04 -2.484891877211207242e-03 -1.255116064709035362e-01
-1.807807807807807698e+00 1.921785903067897662e-04 -2.516502777949789545e-03 -1.268078548661104310e-01
-1.805805805805805742e+00 1.949630486000318596e-04 -2.548299945764374765e-03 -1.281037567930907728e-01
-1.803803803803803785e+00 1.977743584640127665e-04 -2.580285734224973225e-03 -1.293993087111423579e-01
